	 tmpf 
2-4-18 4:50 EDT	M
2-4-18 4:55 EDT	M
2-4-18 4:56 EDT	21.9
2-4-18 5:00 EDT	M
2-4-18 5:05 EDT	M
2-4-18 5:10 EDT	M
2-4-18 5:15 EDT	M
2-4-18 5:20 EDT	M
2-4-18 5:25 EDT	M
2-4-18 5:30 EDT	M
2-4-18 5:35 EDT	M
2-4-18 5:40 EDT	M
2-4-18 5:45 EDT	M
2-4-18 5:50 EDT	M
2-4-18 5:55 EDT	M
2-4-18 5:56 EDT	23
2-4-18 6:00 EDT	M
2-4-18 6:05 EDT	M
2-4-18 6:10 EDT	M
2-4-18 6:15 EDT	M
2-4-18 6:20 EDT	M
2-4-18 6:25 EDT	M
2-4-18 6:30 EDT	M
2-4-18 6:35 EDT	M
2-4-18 6:40 EDT	M
2-4-18 6:45 EDT	M
2-4-18 6:50 EDT	M
2-4-18 6:55 EDT	M
2-4-18 6:56 EDT	25
2-4-18 7:00 EDT	M
2-4-18 7:05 EDT	M
2-4-18 7:10 EDT	M
2-4-18 7:15 EDT	M
2-4-18 7:20 EDT	M
2-4-18 7:25 EDT	M
2-4-18 7:30 EDT	M
2-4-18 7:35 EDT	M
2-4-18 7:40 EDT	M
2-4-18 7:45 EDT	M
2-4-18 7:50 EDT	M
2-4-18 7:55 EDT	M
2-4-18 7:56 EDT	27
2-4-18 8:00 EDT	M
2-4-18 8:05 EDT	M
2-4-18 8:10 EDT	M
2-4-18 8:15 EDT	M
2-4-18 8:20 EDT	M
2-4-18 8:25 EDT	M
2-4-18 8:30 EDT	M
2-4-18 8:35 EDT	M
2-4-18 8:40 EDT	M
2-4-18 8:45 EDT	M
2-4-18 8:50 EDT	M
2-4-18 8:55 EDT	M
2-4-18 8:56 EDT	27
2-4-18 9:00 EDT	M
2-4-18 9:05 EDT	M
2-4-18 9:10 EDT	M
2-4-18 9:15 EDT	M
2-4-18 9:20 EDT	M
2-4-18 9:25 EDT	M
2-4-18 9:30 EDT	M
2-4-18 9:35 EDT	M
2-4-18 9:40 EDT	M
2-4-18 9:45 EDT	M
2-4-18 9:50 EDT	M
2-4-18 9:55 EDT	M
2-4-18 9:56 EDT	28
2-4-18 10:00 EDT	M
2-4-18 10:05 EDT	M
2-4-18 10:10 EDT	M
2-4-18 10:15 EDT	M
2-4-18 10:20 EDT	M
2-4-18 10:25 EDT	M
2-4-18 10:30 EDT	M
2-4-18 10:35 EDT	M
2-4-18 10:40 EDT	M
2-4-18 10:45 EDT	M
2-4-18 10:50 EDT	M
2-4-18 10:55 EDT	M
2-4-18 10:56 EDT	28.9
2-4-18 11:00 EDT	M
2-4-18 11:05 EDT	M
2-4-18 11:10 EDT	M
2-4-18 11:15 EDT	M
2-4-18 11:20 EDT	M
2-4-18 11:25 EDT	M
2-4-18 11:30 EDT	M
2-4-18 11:35 EDT	M
2-4-18 11:40 EDT	M
2-4-18 11:45 EDT	M
2-4-18 11:50 EDT	M
2-4-18 11:55 EDT	M
2-4-18 11:56 EDT	30
2-4-18 12:00 EDT	M
2-4-18 12:05 EDT	M
2-4-18 12:10 EDT	M
2-4-18 12:15 EDT	M
2-4-18 12:20 EDT	M
2-4-18 12:25 EDT	M
2-4-18 12:30 EDT	M
2-4-18 12:35 EDT	M
2-4-18 12:40 EDT	M
2-4-18 12:50 EDT	M
2-4-18 12:56 EDT	32
2-4-18 13:00 EDT	M
2-4-18 13:05 EDT	M
2-4-18 13:10 EDT	M
2-4-18 13:15 EDT	M
2-4-18 13:20 EDT	M
2-4-18 13:25 EDT	M
2-4-18 13:30 EDT	M
2-4-18 13:40 EDT	M
2-4-18 13:50 EDT	M
2-4-18 13:55 EDT	M
2-4-18 13:56 EDT	34
2-4-18 14:00 EDT	M
2-4-18 14:05 EDT	M
2-4-18 14:10 EDT	M
2-4-18 14:15 EDT	M
2-4-18 14:20 EDT	M
2-4-18 14:25 EDT	M
2-4-18 14:30 EDT	M
2-4-18 14:35 EDT	M
2-4-18 14:40 EDT	M
2-4-18 14:45 EDT	M
2-4-18 14:50 EDT	M
2-4-18 14:55 EDT	M
2-4-18 14:56 EDT	36
2-4-18 15:00 EDT	M
2-4-18 15:05 EDT	M
2-4-18 15:10 EDT	M
2-4-18 15:15 EDT	M
2-4-18 15:20 EDT	M
2-4-18 15:25 EDT	M
2-4-18 15:30 EDT	M
2-4-18 15:35 EDT	M
2-4-18 15:40 EDT	M
2-4-18 15:45 EDT	M
2-4-18 15:50 EDT	M
2-4-18 15:55 EDT	M
2-4-18 15:56 EDT	37.9
2-4-18 16:00 EDT	M
2-4-18 16:05 EDT	M
2-4-18 16:10 EDT	M
2-4-18 16:15 EDT	M
2-4-18 16:20 EDT	M
2-4-18 16:25 EDT	M
2-4-18 16:30 EDT	M
2-4-18 16:35 EDT	M
2-4-18 16:40 EDT	M
2-4-18 16:45 EDT	M
2-4-18 16:50 EDT	M
2-4-18 16:55 EDT	M
2-4-18 16:56 EDT	39.9
2-4-18 17:00 EDT	M
2-4-18 17:05 EDT	M
2-4-18 17:10 EDT	M
2-4-18 17:15 EDT	M
2-4-18 17:20 EDT	M
2-4-18 17:25 EDT	M
2-4-18 17:30 EDT	M
2-4-18 17:35 EDT	M
2-4-18 17:40 EDT	M
2-4-18 17:45 EDT	M
2-4-18 17:50 EDT	M
2-4-18 17:55 EDT	M
2-4-18 17:56 EDT	41
2-4-18 18:00 EDT	M
2-4-18 18:05 EDT	M
2-4-18 18:10 EDT	M
2-4-18 18:15 EDT	M
2-4-18 18:20 EDT	M
2-4-18 18:25 EDT	M
2-4-18 18:30 EDT	M
2-4-18 18:35 EDT	M
2-4-18 18:40 EDT	M
2-4-18 18:45 EDT	M
2-4-18 18:50 EDT	M
2-4-18 18:55 EDT	M
2-4-18 18:56 EDT	39.9
2-4-18 19:00 EDT	M
2-4-18 19:05 EDT	M
2-4-18 19:10 EDT	M
2-4-18 19:15 EDT	M
2-4-18 19:20 EDT	M
2-4-18 19:25 EDT	M
2-4-18 19:30 EDT	M
2-4-18 19:35 EDT	M
2-4-18 19:40 EDT	M
2-4-18 19:45 EDT	M
2-4-18 19:46 EDT	39.9
2-4-18 19:50 EDT	M
2-4-18 19:55 EDT	M
2-4-18 19:56 EDT	39.9
2-4-18 20:00 EDT	M
2-4-18 20:04 EDT	39.9
2-4-18 20:05 EDT	M
2-4-18 20:10 EDT	M
2-4-18 20:15 EDT	M
2-4-18 20:20 EDT	M
2-4-18 20:25 EDT	M
2-4-18 20:30 EDT	M
2-4-18 20:35 EDT	M
2-4-18 20:40 EDT	M
2-4-18 20:45 EDT	M
2-4-18 20:50 EDT	M
2-4-18 20:51 EDT	39.2
2-4-18 20:55 EDT	M
2-4-18 20:56 EDT	39.9
2-4-18 21:00 EDT	M
2-4-18 21:05 EDT	M
2-4-18 21:10 EDT	M
2-4-18 21:15 EDT	M
2-4-18 21:20 EDT	M
2-4-18 21:25 EDT	M
2-4-18 21:30 EDT	M
2-4-18 21:35 EDT	M
2-4-18 21:40 EDT	M
2-4-18 21:45 EDT	M
2-4-18 21:50 EDT	M
2-4-18 21:55 EDT	M
2-4-18 21:56 EDT	39.9
2-4-18 22:00 EDT	M
2-4-18 22:05 EDT	M
2-4-18 22:10 EDT	M
2-4-18 22:15 EDT	M
2-4-18 22:20 EDT	M
2-4-18 22:25 EDT	M
2-4-18 22:30 EDT	M
2-4-18 22:35 EDT	M
2-4-18 22:40 EDT	M
2-4-18 22:45 EDT	M
2-4-18 22:50 EDT	M
2-4-18 22:55 EDT	M
2-4-18 22:56 EDT	41
2-4-18 23:00 EDT	M
2-4-18 23:05 EDT	M
2-4-18 23:10 EDT	M
2-4-18 23:15 EDT	M
2-4-18 23:20 EDT	M
2-4-18 23:25 EDT	M
2-4-18 23:30 EDT	M
2-4-18 23:35 EDT	M
2-4-18 23:40 EDT	M
2-4-18 23:45 EDT	M
2-4-18 23:50 EDT	M
2-4-18 23:55 EDT	M
2-4-18 23:56 EDT	42.1
2-5-18 0:00 EDT	M
2-5-18 0:03 EDT	42.1
2-5-18 0:05 EDT	M
2-5-18 0:08 EDT	42.1
2-5-18 0:10 EDT	M
2-5-18 0:15 EDT	M
2-5-18 0:20 EDT	M
2-5-18 0:25 EDT	M
2-5-18 0:30 EDT	M
2-5-18 0:35 EDT	M
2-5-18 0:40 EDT	M
2-5-18 0:45 EDT	M
2-5-18 0:50 EDT	M
2-5-18 0:55 EDT	M
2-5-18 0:56 EDT	42.1
2-5-18 1:00 EDT	M
2-5-18 1:05 EDT	M
2-5-18 1:10 EDT	M
2-5-18 1:13 EDT	43
2-5-18 1:15 EDT	M
2-5-18 1:20 EDT	M
2-5-18 1:25 EDT	M
2-5-18 1:30 EDT	M
2-5-18 1:35 EDT	M
2-5-18 1:36 EDT	43
2-5-18 1:40 EDT	M
2-5-18 1:45 EDT	M
2-5-18 1:50 EDT	M
2-5-18 1:53 EDT	42.8
2-5-18 1:55 EDT	M
2-5-18 1:56 EDT	42.1
2-5-18 2:00 EDT	M
2-5-18 2:03 EDT	42.1
2-5-18 2:05 EDT	M
2-5-18 2:10 EDT	M
2-5-18 2:15 EDT	M
2-5-18 2:20 EDT	M
2-5-18 2:21 EDT	42.1
2-5-18 2:25 EDT	M
2-5-18 2:28 EDT	42.1
2-5-18 2:30 EDT	M
2-5-18 2:35 EDT	M
2-5-18 2:40 EDT	M
2-5-18 2:45 EDT	M
2-5-18 2:46 EDT	42.1
2-5-18 2:49 EDT	42.1
2-5-18 2:50 EDT	M
2-5-18 2:55 EDT	M
2-5-18 2:56 EDT	42.1
2-5-18 3:00 EDT	M
2-5-18 3:04 EDT	42.1
2-5-18 3:05 EDT	M
2-5-18 3:10 EDT	M
2-5-18 3:15 EDT	M
2-5-18 3:20 EDT	M
2-5-18 3:25 EDT	M
2-5-18 3:30 EDT	M
2-5-18 3:34 EDT	43
2-5-18 3:35 EDT	M
2-5-18 3:40 EDT	M
2-5-18 3:45 EDT	M
2-5-18 3:50 EDT	M
2-5-18 3:55 EDT	M
2-5-18 3:56 EDT	42.1
2-5-18 4:00 EDT	M
2-5-18 4:03 EDT	41
2-5-18 4:05 EDT	M
2-5-18 4:10 EDT	M
2-5-18 4:15 EDT	M
2-5-18 4:20 EDT	41
2-5-18 4:25 EDT	M
2-5-18 4:30 EDT	M
2-5-18 4:35 EDT	M
2-5-18 4:40 EDT	M
2-5-18 4:45 EDT	M
2-5-18 4:50 EDT	M
2-5-18 4:55 EDT	M
2-5-18 4:56 EDT	39.9
2-5-18 5:00 EDT	M
2-5-18 5:05 EDT	M
2-5-18 5:10 EDT	M
2-5-18 5:15 EDT	M
2-5-18 5:20 EDT	M
2-5-18 5:25 EDT	M
2-5-18 5:30 EDT	M
2-5-18 5:35 EDT	M
2-5-18 5:40 EDT	M
2-5-18 5:43 EDT	42.1
2-5-18 5:45 EDT	M
2-5-18 5:50 EDT	M
2-5-18 5:55 EDT	M
2-5-18 5:56 EDT	42.1
2-5-18 6:00 EDT	M
2-5-18 6:05 EDT	M
2-5-18 6:10 EDT	M
2-5-18 6:15 EDT	M
2-5-18 6:20 EDT	M
2-5-18 6:25 EDT	M
2-5-18 6:30 EDT	M
2-5-18 6:35 EDT	M
2-5-18 6:40 EDT	M
2-5-18 6:45 EDT	M
2-5-18 6:48 EDT	41
2-5-18 6:50 EDT	M
2-5-18 6:55 EDT	M
2-5-18 6:56 EDT	42.1
2-5-18 7:00 EDT	M
2-5-18 7:05 EDT	M
2-5-18 7:10 EDT	M
2-5-18 7:15 EDT	M
2-5-18 7:20 EDT	M
2-5-18 7:25 EDT	M
2-5-18 7:30 EDT	M
2-5-18 7:35 EDT	M
2-5-18 7:40 EDT	M
2-5-18 7:45 EDT	M
2-5-18 7:50 EDT	M
2-5-18 7:55 EDT	M
2-5-18 7:56 EDT	41
2-5-18 8:00 EDT	M
2-5-18 8:05 EDT	M
2-5-18 8:10 EDT	M
2-5-18 8:15 EDT	M
2-5-18 8:20 EDT	M
2-5-18 8:25 EDT	M
2-5-18 8:30 EDT	M
2-5-18 8:35 EDT	M
2-5-18 8:40 EDT	M
2-5-18 8:45 EDT	M
2-5-18 8:50 EDT	M
2-5-18 8:55 EDT	M
2-5-18 8:56 EDT	39.9
2-5-18 9:00 EDT	M
2-5-18 9:05 EDT	M
2-5-18 9:10 EDT	M
2-5-18 9:15 EDT	M
2-5-18 9:20 EDT	M
2-5-18 9:25 EDT	M
2-5-18 9:30 EDT	M
2-5-18 9:35 EDT	M
2-5-18 9:40 EDT	M
2-5-18 9:45 EDT	M
2-5-18 9:50 EDT	M
2-5-18 9:55 EDT	M
2-5-18 9:56 EDT	39
2-5-18 10:00 EDT	M
2-5-18 10:05 EDT	M
2-5-18 10:10 EDT	M
2-5-18 10:15 EDT	M
2-5-18 10:20 EDT	M
2-5-18 10:23 EDT	39
2-5-18 10:25 EDT	M
2-5-18 10:30 EDT	M
2-5-18 10:35 EDT	M
2-5-18 10:40 EDT	M
2-5-18 10:44 EDT	37.9
2-5-18 10:45 EDT	M
2-5-18 10:50 EDT	M
2-5-18 10:55 EDT	M
2-5-18 10:56 EDT	37.9
2-5-18 11:00 EDT	M
2-5-18 11:05 EDT	M
2-5-18 11:10 EDT	M
2-5-18 11:15 EDT	M
2-5-18 11:20 EDT	M
2-5-18 11:25 EDT	M
2-5-18 11:30 EDT	M
2-5-18 11:35 EDT	M
2-5-18 11:40 EDT	M
2-5-18 11:45 EDT	M
2-5-18 11:50 EDT	M
2-5-18 11:55 EDT	M
2-5-18 11:56 EDT	37
2-5-18 12:00 EDT	M
2-5-18 12:05 EDT	M
2-5-18 12:10 EDT	M
2-5-18 12:15 EDT	M
2-5-18 12:20 EDT	M
2-5-18 12:25 EDT	M
2-5-18 12:30 EDT	M
2-5-18 12:35 EDT	M
2-5-18 12:40 EDT	M
2-5-18 12:45 EDT	M
2-5-18 12:50 EDT	M
2-5-18 12:55 EDT	M
2-5-18 12:56 EDT	39
2-5-18 13:00 EDT	M
2-5-18 13:05 EDT	M
2-5-18 13:10 EDT	M
2-5-18 13:15 EDT	M
2-5-18 13:20 EDT	M
2-5-18 13:25 EDT	M
2-5-18 13:30 EDT	M
2-5-18 13:35 EDT	M
2-5-18 13:40 EDT	M
2-5-18 13:45 EDT	M
2-5-18 13:50 EDT	M
2-5-18 13:55 EDT	M
2-5-18 13:56 EDT	39
2-5-18 14:00 EDT	M
2-5-18 14:05 EDT	M
2-5-18 14:10 EDT	M
2-5-18 14:15 EDT	M
2-5-18 14:20 EDT	M
2-5-18 14:25 EDT	M
2-5-18 14:30 EDT	M
2-5-18 14:35 EDT	M
2-5-18 14:40 EDT	M
2-5-18 14:45 EDT	M
2-5-18 14:50 EDT	M
2-5-18 14:55 EDT	M
2-5-18 14:56 EDT	39
2-5-18 15:00 EDT	M
2-5-18 15:10 EDT	M
2-5-18 15:15 EDT	M
2-5-18 15:20 EDT	M
2-5-18 15:25 EDT	M
2-5-18 15:30 EDT	M
2-5-18 15:35 EDT	M
2-5-18 15:40 EDT	M
2-5-18 15:45 EDT	M
2-5-18 15:50 EDT	M
2-5-18 15:55 EDT	M
2-5-18 15:56 EDT	37.9
2-5-18 16:00 EDT	M
2-5-18 16:05 EDT	M
2-5-18 16:10 EDT	M
2-5-18 16:15 EDT	M
2-5-18 16:20 EDT	M
2-5-18 16:25 EDT	M
2-5-18 16:30 EDT	M
2-5-18 16:35 EDT	M
2-5-18 16:40 EDT	M
2-5-18 16:45 EDT	M
2-5-18 16:50 EDT	M
2-5-18 16:55 EDT	M
2-5-18 16:56 EDT	37.9
2-5-18 17:00 EDT	M
2-5-18 17:05 EDT	M
2-5-18 17:10 EDT	M
2-5-18 17:15 EDT	M
2-5-18 17:20 EDT	M
2-5-18 17:25 EDT	M
2-5-18 17:30 EDT	M
2-5-18 17:35 EDT	M
2-5-18 17:40 EDT	M
2-5-18 17:45 EDT	M
2-5-18 17:50 EDT	M
2-5-18 17:55 EDT	M
2-5-18 17:56 EDT	37
2-5-18 18:00 EDT	M
2-5-18 18:05 EDT	M
2-5-18 18:10 EDT	M
2-5-18 18:15 EDT	M
2-5-18 18:20 EDT	M
2-5-18 18:25 EDT	M
2-5-18 18:30 EDT	M
2-5-18 18:35 EDT	M
2-5-18 18:40 EDT	M
2-5-18 18:45 EDT	M
2-5-18 18:50 EDT	M
2-5-18 18:55 EDT	M
2-5-18 18:56 EDT	37
2-5-18 19:00 EDT	M
2-5-18 19:05 EDT	M
2-5-18 19:10 EDT	M
2-5-18 19:15 EDT	M
2-5-18 19:20 EDT	M
2-5-18 19:25 EDT	M
2-5-18 19:30 EDT	M
2-5-18 19:35 EDT	M
2-5-18 19:40 EDT	M
2-5-18 19:45 EDT	M
2-5-18 19:50 EDT	M
2-5-18 19:55 EDT	M
2-5-18 19:56 EDT	35.1
2-5-18 20:00 EDT	M
2-5-18 20:05 EDT	M
2-5-18 20:10 EDT	M
2-5-18 20:15 EDT	M
2-5-18 20:20 EDT	M
2-5-18 20:25 EDT	M
2-5-18 20:30 EDT	M
2-5-18 20:35 EDT	M
2-5-18 20:40 EDT	M
2-5-18 20:45 EDT	M
2-5-18 20:50 EDT	M
2-5-18 20:55 EDT	M
2-5-18 20:56 EDT	33.1
2-5-18 21:00 EDT	M
2-5-18 21:05 EDT	M
2-5-18 21:10 EDT	M
2-5-18 21:15 EDT	M
2-5-18 21:20 EDT	M
2-5-18 21:25 EDT	M
2-5-18 21:30 EDT	M
2-5-18 21:35 EDT	M
2-5-18 21:40 EDT	M
2-5-18 21:45 EDT	M
2-5-18 21:50 EDT	M
2-5-18 21:55 EDT	M
2-5-18 21:56 EDT	30.9
2-5-18 22:00 EDT	M
2-5-18 22:05 EDT	M
2-5-18 22:10 EDT	M
2-5-18 22:15 EDT	M
2-5-18 22:20 EDT	M
2-5-18 22:25 EDT	M
2-5-18 22:30 EDT	M
2-5-18 22:35 EDT	M
2-5-18 22:40 EDT	M
2-5-18 22:45 EDT	M
2-5-18 22:50 EDT	M
2-5-18 22:55 EDT	M
2-5-18 22:56 EDT	28.9
2-5-18 23:00 EDT	M
2-5-18 23:05 EDT	M
2-5-18 23:10 EDT	M
2-5-18 23:15 EDT	M
2-5-18 23:20 EDT	M
2-5-18 23:25 EDT	M
2-5-18 23:30 EDT	M
2-5-18 23:35 EDT	M
2-5-18 23:40 EDT	M
2-5-18 23:45 EDT	M
2-5-18 23:50 EDT	M
2-5-18 23:55 EDT	M
2-5-18 23:56 EDT	27
2-6-18 0:00 EDT	M
2-6-18 0:05 EDT	M
2-6-18 0:10 EDT	M
2-6-18 0:15 EDT	M
2-6-18 0:20 EDT	M
2-6-18 0:25 EDT	M
2-6-18 0:30 EDT	M
2-6-18 0:35 EDT	M
2-6-18 0:40 EDT	M
2-6-18 0:45 EDT	M
2-6-18 0:50 EDT	M
2-6-18 0:55 EDT	M
2-6-18 0:56 EDT	27
2-6-18 1:00 EDT	M
2-6-18 1:05 EDT	M
2-6-18 1:10 EDT	M
2-6-18 1:15 EDT	M
2-6-18 1:20 EDT	M
2-6-18 1:25 EDT	M
2-6-18 1:30 EDT	M
2-6-18 1:35 EDT	M
2-6-18 1:40 EDT	M
2-6-18 1:45 EDT	M
2-6-18 1:50 EDT	M
2-6-18 1:55 EDT	M
2-6-18 1:56 EDT	24.1
2-6-18 2:00 EDT	M
2-6-18 2:05 EDT	M
2-6-18 2:10 EDT	M
2-6-18 2:15 EDT	M
2-6-18 2:20 EDT	M
2-6-18 2:25 EDT	M
2-6-18 2:30 EDT	M
2-6-18 2:35 EDT	M
2-6-18 2:40 EDT	M
2-6-18 2:45 EDT	M
2-6-18 2:50 EDT	M
2-6-18 2:55 EDT	M
2-6-18 2:56 EDT	23
2-6-18 3:00 EDT	M
2-6-18 3:05 EDT	M
2-6-18 3:10 EDT	M
2-6-18 3:15 EDT	M
2-6-18 3:20 EDT	M
2-6-18 3:25 EDT	M
2-6-18 3:30 EDT	M
2-6-18 3:35 EDT	M
2-6-18 3:40 EDT	M
2-6-18 3:45 EDT	M
2-6-18 3:50 EDT	M
2-6-18 3:55 EDT	M
2-6-18 3:56 EDT	21
2-6-18 4:00 EDT	M
2-6-18 4:05 EDT	M
2-6-18 4:10 EDT	M
2-6-18 4:15 EDT	M
2-6-18 4:20 EDT	M
2-6-18 4:25 EDT	M
2-6-18 4:30 EDT	M
2-6-18 4:35 EDT	M
2-6-18 4:40 EDT	M
2-6-18 4:45 EDT	M
2-6-18 4:50 EDT	M
2-6-18 4:55 EDT	M
2-6-18 4:56 EDT	21
2-6-18 5:00 EDT	M
2-6-18 5:05 EDT	M
2-6-18 5:10 EDT	M
2-6-18 5:15 EDT	M
2-6-18 5:20 EDT	M
2-6-18 5:25 EDT	M
2-6-18 5:30 EDT	M
2-6-18 5:35 EDT	M
2-6-18 5:40 EDT	M
2-6-18 5:45 EDT	M
2-6-18 5:50 EDT	M
2-6-18 5:55 EDT	M
2-6-18 5:56 EDT	19.9
2-6-18 6:00 EDT	M
2-6-18 6:05 EDT	M
2-6-18 6:10 EDT	M
2-6-18 6:15 EDT	M
2-6-18 6:20 EDT	M
2-6-18 6:25 EDT	M
2-6-18 6:30 EDT	M
2-6-18 6:35 EDT	M
2-6-18 6:40 EDT	M
2-6-18 6:45 EDT	M
2-6-18 6:50 EDT	M
2-6-18 6:55 EDT	M
2-6-18 6:56 EDT	19
2-6-18 7:00 EDT	M
2-6-18 7:05 EDT	M
2-6-18 7:10 EDT	M
2-6-18 7:15 EDT	M
2-6-18 7:20 EDT	M
2-6-18 7:25 EDT	M
2-6-18 7:30 EDT	M
2-6-18 7:35 EDT	M
2-6-18 7:40 EDT	M
2-6-18 7:45 EDT	M
2-6-18 7:50 EDT	M
2-6-18 7:55 EDT	M
2-6-18 7:56 EDT	19.9
2-6-18 8:00 EDT	M
2-6-18 8:05 EDT	M
2-6-18 8:10 EDT	M
2-6-18 8:15 EDT	M
2-6-18 8:20 EDT	M
2-6-18 8:25 EDT	M
2-6-18 8:30 EDT	M
2-6-18 8:35 EDT	M
2-6-18 8:40 EDT	M
2-6-18 8:45 EDT	M
2-6-18 8:50 EDT	M
2-6-18 8:55 EDT	M
2-6-18 8:56 EDT	19.9
2-6-18 9:00 EDT	M
2-6-18 9:05 EDT	M
2-6-18 9:10 EDT	M
2-6-18 9:15 EDT	M
2-6-18 9:20 EDT	M
2-6-18 9:25 EDT	M
2-6-18 9:30 EDT	M
2-6-18 9:35 EDT	M
2-6-18 9:40 EDT	M
2-6-18 9:45 EDT	M
2-6-18 9:50 EDT	M
2-6-18 9:55 EDT	M
2-6-18 9:56 EDT	19.9
2-6-18 10:00 EDT	M
2-6-18 10:05 EDT	M
2-6-18 10:10 EDT	M
2-6-18 10:15 EDT	M
2-6-18 10:20 EDT	M
2-6-18 10:25 EDT	M
2-6-18 10:30 EDT	M
2-6-18 10:35 EDT	M
2-6-18 10:40 EDT	M
2-6-18 10:45 EDT	M
2-6-18 10:50 EDT	M
2-6-18 10:55 EDT	M
2-6-18 10:56 EDT	21
2-6-18 11:00 EDT	M
2-6-18 11:05 EDT	M
2-6-18 11:10 EDT	M
2-6-18 11:15 EDT	M
2-6-18 11:20 EDT	M
2-6-18 11:25 EDT	M
2-6-18 11:30 EDT	M
2-6-18 11:35 EDT	M
2-6-18 11:40 EDT	M
2-6-18 11:45 EDT	M
2-6-18 11:50 EDT	M
2-6-18 11:55 EDT	M
2-6-18 11:56 EDT	21.9
2-6-18 12:00 EDT	M
2-6-18 12:05 EDT	M
2-6-18 12:10 EDT	M
2-6-18 12:15 EDT	M
2-6-18 12:20 EDT	M
2-6-18 12:25 EDT	M
2-6-18 12:30 EDT	M
2-6-18 12:35 EDT	M
2-6-18 12:40 EDT	M
2-6-18 12:45 EDT	M
2-6-18 12:50 EDT	M
2-6-18 12:55 EDT	M
2-6-18 12:56 EDT	21.9
2-6-18 13:00 EDT	M
2-6-18 13:05 EDT	M
2-6-18 13:10 EDT	M
2-6-18 13:15 EDT	M
2-6-18 13:20 EDT	M
2-6-18 13:25 EDT	M
2-6-18 13:30 EDT	M
2-6-18 13:35 EDT	M
2-6-18 13:40 EDT	M
2-6-18 13:45 EDT	M
2-6-18 13:50 EDT	M
2-6-18 13:55 EDT	M
2-6-18 13:56 EDT	24.1
2-6-18 14:00 EDT	M
2-6-18 14:05 EDT	M
2-6-18 14:10 EDT	M
2-6-18 14:15 EDT	M
2-6-18 14:20 EDT	M
2-6-18 14:25 EDT	M
2-6-18 14:30 EDT	M
2-6-18 14:35 EDT	M
2-6-18 14:40 EDT	M
2-6-18 14:45 EDT	M
2-6-18 14:50 EDT	M
2-6-18 14:55 EDT	M
2-6-18 14:56 EDT	26.1
2-6-18 15:00 EDT	M
2-6-18 15:05 EDT	M
2-6-18 15:10 EDT	M
2-6-18 15:15 EDT	M
2-6-18 15:20 EDT	M
2-6-18 15:25 EDT	M
2-6-18 15:30 EDT	M
2-6-18 15:35 EDT	M
2-6-18 15:40 EDT	M
2-6-18 15:45 EDT	M
2-6-18 15:50 EDT	M
2-6-18 15:55 EDT	M
2-6-18 15:56 EDT	24.1
2-6-18 16:00 EDT	M
2-6-18 16:03 EDT	24.1
2-6-18 16:05 EDT	M
2-6-18 16:10 EDT	M
2-6-18 16:19 EDT	25
2-6-18 16:20 EDT	M
2-6-18 16:25 EDT	M
2-6-18 16:30 EDT	M
2-6-18 16:35 EDT	M
2-6-18 16:40 EDT	M
2-6-18 16:45 EDT	M
2-6-18 16:49 EDT	26.1
2-6-18 16:50 EDT	M
2-6-18 16:55 EDT	M
2-6-18 16:56 EDT	27
2-6-18 17:00 EDT	M
2-6-18 17:05 EDT	M
2-6-18 17:10 EDT	M
2-6-18 17:15 EDT	M
2-6-18 17:20 EDT	M
2-6-18 17:25 EDT	M
2-6-18 17:30 EDT	M
2-6-18 17:35 EDT	M
2-6-18 17:40 EDT	M
2-6-18 17:45 EDT	M
2-6-18 17:50 EDT	M
2-6-18 17:54 EDT	30.2
2-6-18 17:55 EDT	M
2-6-18 17:56 EDT	30
2-6-18 18:00 EDT	M
2-6-18 18:05 EDT	M
2-6-18 18:10 EDT	M
2-6-18 18:15 EDT	M
2-6-18 18:20 EDT	M
2-6-18 18:25 EDT	M
2-6-18 18:30 EDT	M
2-6-18 18:35 EDT	M
2-6-18 18:40 EDT	M
2-6-18 18:45 EDT	M
2-6-18 18:50 EDT	M
2-6-18 18:55 EDT	M
2-6-18 18:56 EDT	30
2-6-18 19:00 EDT	M
2-6-18 19:05 EDT	M
2-6-18 19:10 EDT	M
2-6-18 19:15 EDT	M
2-6-18 19:20 EDT	M
2-6-18 19:25 EDT	M
2-6-18 19:30 EDT	M
2-6-18 19:35 EDT	M
2-6-18 19:40 EDT	M
2-6-18 19:45 EDT	M
2-6-18 19:50 EDT	M
2-6-18 19:55 EDT	M
2-6-18 19:56 EDT	30.9
2-6-18 20:00 EDT	M
2-6-18 20:05 EDT	M
2-6-18 20:10 EDT	M
2-6-18 20:15 EDT	M
2-6-18 20:20 EDT	M
2-6-18 20:25 EDT	M
2-6-18 20:30 EDT	M
2-6-18 20:35 EDT	M
2-6-18 20:40 EDT	M
2-6-18 20:45 EDT	M
2-6-18 20:50 EDT	M
2-6-18 20:55 EDT	M
2-6-18 20:56 EDT	30.9
2-6-18 21:00 EDT	M
2-6-18 21:05 EDT	M
2-6-18 21:10 EDT	M
2-6-18 21:15 EDT	M
2-6-18 21:20 EDT	M
2-6-18 21:25 EDT	M
2-6-18 21:30 EDT	M
2-6-18 21:35 EDT	M
2-6-18 21:40 EDT	M
2-6-18 21:45 EDT	M
2-6-18 21:50 EDT	M
2-6-18 21:55 EDT	M
2-6-18 21:56 EDT	30
2-6-18 22:00 EDT	M
